metadata_jobPostId,metadata_newPostingDate,title_display,primary_category,employmentTypes,seniority_group,salary_band,average_salary,applications_per_posting,views_per_posting,vacancy_demand
MCF-2023-0242451,2023-03-28,Senior Mechanical Engineer,Building and Construction,Full Time,Senior,8000+,10000.0,13,164,1
MCF-2023-0571787,2023-07-27,Safety Officer (Boon Lay/Salary Up To $3.5K + Aws + Vb) - Code: Gl,General Management,Permanent,Entry Level,<3000,3000.0,0,0,1
MCF-2024-0467577,2024-04-01,Customer Service & Logistics Associate,Logistics / Supply Chain,Full Time,Entry Level,3000-4999,4000.0,1,38,1
MCF-2023-0865379,2023-11-14,Lead Auditor (Qehs),Accounting / Auditing / Taxation,Permanent,Senior,5000-7999,5250.0,0,0,1
MCF-2023-1007965,2023-12-13,Manager Ux – Global Ecommerce,Others,Full Time,Manager,8000+,9000.0,1,10,1
MCF-2024-0529645,2024-04-12,Bim Co-Ordinator,Engineering,Full Time,Junior,3000-4999,4250.0,0,2,3
MCF-2024-0573736,2024-04-19,Manager,Customer Service,Full Time,Manager,5000-7999,5950.0,0,1,8
MCF-2023-0591700,2023-08-03,Support Engineer / Site Reliability Engineer,Banking and Finance,Full Time,Mid Level,8000+,9900.0,0,6,1
MCF-2024-0754147,2024-05-24,"Portfolio Sales At Novena, Up To $2000 + Commission + Bonus (Office Hours)",Sales / Retail,Contract,Entry Level,<3000,2000.0,0,2,1
MCF-2024-0416359,2024-03-21,*No Experience Needed* Patient Service Associate (Polyclinic/ Hospital/ Clinic) #Hcg,Customer Service,Temporary,Entry Level,<3000,2400.0,0,3,3
MCF-2024-0325383,2024-03-05,Insurance Finance Transformation Specialist,Consulting,Full Time,Manager,8000+,14000.0,1,10,1
MCF-2024-0466811,2024-04-01,Supervisor/Assistant Manager (Accounting & Tax),Accounting / Auditing / Taxation,Full Time,Senior,3000-4999,4350.0,1,13,1
MCF-2024-0692141,2024-05-13,Civil Engineer,Building and Construction,Full Time,Junior,5000-7999,6000.0,1,27,7
MCF-2023-0309373,2023-05-22,Scheduler / Senior Scheduler,Others,Permanent,Junior,5000-7999,5250.0,18,236,1
MCF-2023-0744367,2023-09-29,Operation Manager,Customer Service,Full Time,Manager,5000-7999,7000.0,1,2,3
MCF-2024-0648563,2024-05-04,Project Support Specialist (3-Month Contract) - Global Luxury Mnc / Central,Admin / Secretarial,Temporary,Junior,<3000,2750.0,0,3,1
MCF-2023-0730482,2023-09-25,Student Care Teacher,Education and Training,Full Time,Entry Level,<3000,2150.0,0,1,5
MCF-2024-0288531,2024-02-27,Customer Service Officer (Dental Clinic) #Hhlt,Healthcare / Pharmaceutical,Contract,Entry Level,<3000,2150.0,0,2,1
MCF-2023-0824331,2023-10-30,Flight Simulator Instructor,Education and Training,Full Time,Senior,8000+,13000.0,0,1,1
MCF-2024-0485976,2024-04-03,Accountant/Senior Accountant (6-Month Contract; Convertible To Perm),Accounting / Auditing / Taxation,Contract,Senior,5000-7999,5500.0,0,3,1
MCF-2024-0158486,2024-01-31,It Support Analyst - Personal & Business Banking,Information Technology,Full Time,Junior,5000-7999,6650.0,1,20,2
MCF-2023-0800018,2023-10-19,Accounts Cum Hr Executive,Accounting / Auditing / Taxation,Full Time,Junior,<3000,2150.0,0,1,1
MCF-2024-0428246,2024-03-22,Chef,F&B,Full Time,Mid Level,3000-4999,4150.0,0,0,3
MCF-2023-0261366,2023-05-08,F&B Operations Executive,F&B,Full Time,Junior,<3000,3000.0,4,106,1
MCF-2024-0509515,2024-04-08,Account Cum Payroll Executive,Accounting / Auditing / Taxation,Full Time,Junior,3000-4999,3500.0,0,34,3
MCF-2023-0485232,2023-06-25,Accounts Assistant #65082,Accounting / Auditing / Taxation,Permanent,Junior,<3000,2350.0,0,25,3
MCF-2023-0663797,2023-08-29,"Property Executive,Senior / North / - (Real Estate Industry) / Commercial Building",Real Estate / Property Management,Full Time,Senior,3000-4999,4900.0,1,5,1
MCF-2024-0398845,2024-03-18,Business Development Executive,Sales / Retail,Permanent,Junior,3000-4999,3250.0,1,9,1
MCF-2023-0752031,2023-10-02,Sales Engineer (Door System),Architecture / Interior Design,Full Time,Junior,3000-4999,3500.0,0,3,1
MCF-2024-0727461,2024-05-18,✅Sales Executive Consultant✅$3000 Salary + Comm ($6000-$10000 Monthly)✅100% Customers Provided✅,Banking and Finance,Contract,Entry Level,5000-7999,8000.0,0,4,5
MCF-2023-0682466,2023-09-06,Crm Executive - Medical Industry - Central,Customer Service,Permanent,Entry Level,<3000,3000.0,0,0,1
MCF-2023-0865842,2023-11-14,Admin Assistant (Tuas)**Training Provided,Admin / Secretarial,Permanent,Entry Level,<3000,2200.0,1,9,1
MCF-2024-0471709,2024-04-02,Senior Hr Recruitment Consultant,Consulting,Permanent,Senior,3000-4999,4500.0,0,0,100
MCF-2023-0219488,2023-05-24,Beauty Therapist (美容师）,Customer Service,Permanent,Entry Level,3000-4999,3500.0,3,109,5
MCF-2023-0384287,2023-05-18,6723-Infant Educarer Hcic / Acey [Childcare Islandwide],Education and Training,Full Time,Junior,<3000,2300.0,0,8,1
MCF-2023-0727818,2023-09-22,Application System Analyst *Central* #Imi,Information Technology,Contract,Senior,3000-4999,4800.0,0,3,3
MCF-2023-0726453,2023-09-22,Driver,Sales / Retail,Permanent,Mid Level,3000-4999,4000.0,0,1,3
MCF-2024-0284442,2024-02-27,Technical Service Advisor,Engineering,Permanent,Junior,3000-4999,3600.0,0,2,2
MCF-2023-0547617,2023-07-18,Frontend Developer,Information Technology,Contract,Mid Level,8000+,10000.0,1,13,7
MCF-2024-0325571,2024-03-05,Site Engineer,Building and Construction,Full Time,Manager,<3000,2750.0,0,14,2
MCF-2023-0645276,2023-08-23,Digital Marketing Manager,Marketing / Public Relations,Full Time,Manager,3000-4999,4750.0,1,10,1
MCF-2023-0612106,2023-08-11,"Senior Scientist, Cell Culture Development",Sciences / Laboratory / R&D,Permanent,Senior,5000-7999,7750.0,1,6,1
MCF-2023-0835699,2023-11-02,Operations Analyst (Banking/Contract/Fixed Deposit),Banking and Finance,Contract,Entry Level,3000-4999,3150.0,0,2,1
MCF-2024-0403647,2024-03-19,"*Perm* Customer Service Representative - (Retail Sector) ($3000 To $4,000) #Nje",Logistics / Supply Chain,Permanent,Junior,3000-4999,3750.0,0,4,1
MCF-2023-0435369,2023-06-07,Lorry Drive Cum Warehouse Assistant,Logistics / Supply Chain,Full Time,Junior,<3000,2800.0,0,43,10
MCF-2023-1030697,2023-12-18,Procurement Executive (Global Manufacturing Mnc),Logistics / Supply Chain,Permanent,Junior,3000-4999,4000.0,0,0,1
MCF-2023-0482960,2023-06-23,2697 - M&E Engineer [Ubi],Engineering,Permanent,Entry Level,3000-4999,4250.0,1,22,1
MCF-2023-0343009,2023-05-04,Operations Executive (Retail Industry) #Njn,Sales / Retail,Full Time,Junior,3000-4999,3750.0,2,45,1
MCF-2024-0313227,2024-03-03,Qs / Junior Qs (Ce Tendering / Projects),Building and Construction,Permanent,Entry Level,3000-4999,3750.0,0,1,2
MCF-2023-0680002,2023-09-06,Crawler Crane Operator Trainee,Building and Construction,Permanent,Entry Level,<3000,2850.0,0,0,1
MCF-2024-0235355,2024-02-17,Childcare Teacher / Assistant Teacher,Education and Training,Permanent,Junior,<3000,2950.0,0,10,3
MCF-2023-0516949,2023-07-07,Kitchen Crew,F&B,Full Time,Entry Level,<3000,1950.0,0,0,2
MCF-2024-0115524,2024-01-23,Desktop Support Engineer (6 Months Contract),Healthcare / Pharmaceutical,Contract,Entry Level,<3000,2600.0,0,1,2
MCF-2023-0792644,2023-10-17,Brand Ambassador (Vietnam Market),Consulting,Permanent,Entry Level,3000-4999,4250.0,0,1,2
MCF-2022-0970362,2023-05-05,Project Manager,Building and Construction,Full Time,Manager,5000-7999,7250.0,75,399,1
MCF-2023-0601290,2023-08-07,Vansale,Others,Permanent,Entry Level,3000-4999,4200.0,0,3,2
MCF-2023-0629929,2023-08-17,Operations Executive,Information Technology,Permanent,Junior,3000-4999,4750.0,0,4,20
MCF-2023-0758935,2023-10-05,Accounts Assistant,Accounting / Auditing / Taxation,Full Time,Entry Level,<3000,2400.0,6,138,1
MCF-2024-0579255,2024-04-21,Service Technician/ Engineer (Semiconductor /Overseas Travel Us/ Europe/Asia,Engineering,Permanent,Junior,<3000,3000.0,0,1,1
MCF-2023-0625527,2023-08-16,Staff Nurse - Specialist Clinic | 5.5 Days,Environment / Health,Permanent,Junior,3000-4999,3500.0,0,0,1
MCF-2023-0802603,2023-10-20,Project Engineer (Crac / Acmv / Hvac / Construction / Mechanical Engineering / Training Provided),Building and Construction,Permanent,Entry Level,3000-4999,3750.0,0,0,1
MCF-2023-1033062,2023-12-19,Formwork Supervisor,Building and Construction,Full Time,Junior,3000-4999,4500.0,0,0,2
MCF-2023-0911799,2023-11-22,Corporate Development Analyst (Hospitality / Real Estate) Mnc,Accounting / Auditing / Taxation,Permanent,Manager,3000-4999,5000.0,0,0,1
MCF-2024-0228448,2024-02-16,Oracle Scm Lead,Consulting,Permanent,Senior,8000+,9500.0,0,1,1
MCF-2023-0855740,2023-11-10,"Director, Medical Services",Healthcare / Pharmaceutical,Permanent,Senior,8000+,16500.0,1,7,1
MCF-2023-0289242,2023-04-13,Electrical Technician - Leading Equipment Dealer,Engineering,Permanent,Mid Level,<3000,2650.0,0,21,1
MCF-2023-0799541,2023-10-19,Customer Service Officer,Admin / Secretarial,Permanent,Junior,<3000,2650.0,0,0,3
MCF-2023-0595395,2023-08-04,"Intern, Investment Analysis (Singapore Based)",Banking and Finance,Full Time,Entry Level,<3000,1200.0,1,6,1
MCF-2024-0203503,2024-02-08,Business Analyst (Banking/Products/Sql),Information Technology,Contract,Entry Level,5000-7999,6500.0,1,2,1
MCF-2023-0579130,2023-07-29,(K) Production Engineer (Manufacturing),Engineering,Permanent,Junior,3000-4999,3150.0,0,1,1
MCF-2024-0554359,2024-04-16,Sap Ctrm Consultant,Information Technology,Contract,Mid Level,8000+,8250.0,0,1,2
MCF-2023-0283243,2023-04-12,Admin Assistant,Admin / Secretarial,Full Time,Junior,<3000,2000.0,3,132,1
MCF-2023-0799957,2023-10-19,Supervisor,Wholesale Trade,Permanent,Manager,3000-4999,4000.0,0,1,3
MCF-2024-0103826,2024-01-19,Lab Sales Specialist / Science Equipment,Sciences / Laboratory / R&D,Permanent,Junior,3000-4999,4250.0,0,0,1
MCF-2024-0402509,2024-03-19,Special Education Teacher,Education and Training,Full Time,Junior,3000-4999,3750.0,0,9,1
MCF-2023-0602451,2023-08-07,Chef,Others,Full Time,Entry Level,3000-4999,3500.0,0,2,5
MCF-2024-0125389,2024-01-24,"Linen Attendant (Only Morning Am Shift, 6 Days Work Week)",Healthcare / Pharmaceutical,Permanent,Entry Level,<3000,2000.0,0,1,1
MCF-2023-0663776,2023-08-29,Customer Service Cum Telesales (Office Hour/Banking) - Code: Gl,Banking and Finance,Full Time,Junior,5000-7999,6000.0,1,4,5
MCF-2023-0673265,2023-09-04,Human Resource Manager,Accounting / Auditing / Taxation,Permanent,Senior,3000-4999,4150.0,1,6,1
MCF-2024-0731362,2024-05-20,Junior Researcher (China Programme),Others,Contract,Junior,5000-7999,5150.0,0,11,2
MCF-2023-0445267,2023-06-09,Bim Manager,Building and Construction,Permanent,Manager,5000-7999,7000.0,0,64,1
MCF-2024-0324207,2024-03-05,Branch Officer | Perm | Central,Banking and Finance,Permanent,Junior,3000-4999,3500.0,0,2,1
MCF-2023-0762973,2023-10-06,Course Consultant | Consumer Sales | 0707,Education and Training,Permanent,Entry Level,<3000,2600.0,0,1,1
MCF-2023-0716561,2023-09-19,Enterprise Support Engineer (L1-L3),Information Technology,Permanent,Mid Level,8000+,11000.0,1,9,1
MCF-2023-0425045,2023-07-01,"Project Engineer (Oil & Gas, West, Up To $4,000)",Engineering,Permanent,Junior,3000-4999,3650.0,0,29,1
MCF-2023-0343019,2023-05-04,Site Engineer,Building and Construction,Full Time,Junior,<3000,2850.0,3,100,2
MCF-2024-0712154,2024-05-15,"Customer Service Officer (Front Desk) (Weekdays, Part-Time)",Admin / Secretarial,Part Time,Entry Level,<3000,1300.0,1,101,2
MCF-2023-0316144,2023-06-26,Subcontracts Officer,Engineering,Permanent,Entry Level,3000-4999,3750.0,4,131,3
MCF-2023-0885030,2023-11-17,Indian Cuisine Chef,F&B,Permanent,Mid Level,3000-4999,4500.0,0,0,1
MCF-2023-0836839,2023-11-03,Test Automation Engineer,Engineering,Permanent,Senior,5000-7999,7000.0,0,0,1
MCF-2023-0671980,2023-09-02,Entry Level E&E Assistant Engineer - Ig7,Engineering,Permanent,Entry Level,<3000,2750.0,0,1,1
MCF-2024-0608407,2024-04-26,It Audit Manager,Information Technology,Full Time,Mid Level,5000-7999,7000.0,1,12,4
MCF-2024-0478636,2024-04-02,"Business Support Admin (Redhill) Up $3,500",Admin / Secretarial,Contract,Junior,3000-4999,3250.0,1,21,1
MCF-2024-0556761,2024-04-17,Customer Support Coordinator (Shipping/Central) - Jl,Admin / Secretarial,Permanent,Entry Level,3000-4999,3150.0,0,10,1
MCF-2024-0539360,2024-04-14,Mechanical Supervisor/Lead (Rotating Equipment),Engineering,Permanent,Mid Level,3000-4999,4350.0,1,7,1
MCF-2023-0897318,2023-11-20,Senior Accounts Executive [Central],Accounting / Auditing / Taxation,Permanent,Junior,3000-4999,4250.0,0,1,2
MCF-2024-0765988,2024-05-27,Wealth Manager,Banking and Finance,Permanent,Entry Level,5000-7999,6750.0,0,5,5
MCF-2024-0547092,2024-04-15,"Senior Technician I, Utility",Engineering,Permanent,Senior,3000-4999,4150.0,0,3,3
MCF-2023-0634615,2023-08-18,Social Worker,Social Services,Permanent,Junior,3000-4999,4150.0,0,7,1
MCF-2024-0726226,2024-05-18,Indoor Sales Executive / Global Mnc / East,Information Technology,Full Time,Junior,3000-4999,3500.0,0,1,1
MCF-2023-0332679,2023-04-28,Network Solutions Architect,Information Technology,Permanent,Senior,5000-7999,7250.0,2,36,3
MCF-2023-0387158,2023-05-19,Early Childhood Practitioner,Education and Training,Full Time,Entry Level,<3000,2250.0,0,27,5
MCF-2024-0291713,2024-02-28,Senior .Net Developer,Information Technology,Full Time,Mid Level,8000+,9000.0,0,4,5
MCF-2023-0557629,2023-07-21,Operations Assistant,F&B,Full Time,Manager,8000+,8450.0,0,0,1
MCF-2024-0443906,2024-03-26,7506 - Event Executive,Events / Promotions,Permanent,Junior,<3000,2800.0,0,1,1
MCF-2024-0321533,2024-03-04,It Executive (Dip/2Yrs Exp/5.5/Short Notice),Information Technology,Permanent,Junior,3000-4999,3400.0,1,11,1
MCF-2023-0499505,2023-06-30,Finance Manager (Based In Overseas) - Sap - Manufacturing Industry,Banking and Finance,Permanent,Manager,5000-7999,6750.0,1,4,1
MCF-2023-0848891,2023-11-08,Driver,Logistics / Supply Chain,Full Time,Junior,3000-4999,3900.0,0,1,1
MCF-2023-0273144,2023-04-06,Wsho Cum Fsm,Building and Construction,Permanent,Junior,5000-7999,6250.0,11,99,2
MCF-2023-0713834,2023-09-18,Facilities Engineer (Plant) / Energy Mnc / West,Engineering,Permanent,Entry Level,3000-4999,4400.0,0,0,1
MCF-2023-0362806,2023-05-11,2812 - Operation Executive [ Tourism / Multiple Activity Zone / Guest / Retail ],Events / Promotions,Contract,Junior,<3000,3000.0,0,26,1
MCF-2023-0569049,2023-07-26,"Intern, It Engineering (Lab)",Information Technology,Internship/Attachment,Entry Level,<3000,1100.0,0,1,1
MCF-2023-0623804,2023-08-15,Senior Accounts Executive (East) / Manufacturing Mnc,Accounting / Auditing / Taxation,Permanent,Senior,3000-4999,4750.0,0,1,1
MCF-2023-0846265,2023-11-07,6723 - Chef De Partie [Duxton Hill],F&B,Permanent,Senior,<3000,3000.0,0,1,5
MCF-2023-0336979,2023-05-02,Project Coordinator (Interior Design Fit-Out Work),Architecture / Interior Design,Full Time,Senior,3000-4999,4000.0,13,166,1
MCF-2023-0567675,2023-07-25,2419 - Accounts And Admin Assistant,Accounting / Auditing / Taxation,Permanent,Junior,<3000,2250.0,0,0,1
MCF-2023-0630980,2023-08-17,Fashion Designer,Design,Full Time,Mid Level,3000-4999,4350.0,0,0,2
MCF-2023-0834749,2023-11-02,Executive/Senior Engineer (Electrical Maintenance),Engineering,Permanent,Junior,3000-4999,5000.0,1,4,1
MCF-2024-0069447,2024-01-12,Accounts Officer In Construction Industry Mnc (Bukit Batok) (Id: 597835),Accounting / Auditing / Taxation,Permanent,Senior,3000-4999,4150.0,0,1,1
MCF-2024-0005463,2024-01-02,Senior Software Developer,Information Technology,Full Time,Senior,5000-7999,5750.0,0,0,2
MCF-2024-0084198,2024-01-16,"Credit Analyst, Corporate Banking",Banking and Finance,Full Time,Manager,8000+,8500.0,1,17,1
MCF-2024-0101238,2024-01-19,Ship Repair Engineer - Marine Cranes & Deck Machinery [3770],Engineering,Full Time,Junior,3000-4999,3500.0,0,5,1
MCF-2023-0875761,2023-11-15,Storekeeper #65693,Logistics / Supply Chain,Permanent,Junior,<3000,1700.0,0,2,3
MCF-2023-0632210,2023-08-18,Technician #65144,Repair and Maintenance,Permanent,Junior,<3000,2050.0,0,1,3
MCF-2024-0080138,2024-01-16,Sales Admin - Marine Industry | West Area,Admin / Secretarial,Permanent,Entry Level,<3000,2750.0,0,0,1
MCF-2024-0143043,2024-01-27,Admin Assistant (Full Training Provided | Mnc Company) - Simple Duties,Admin / Secretarial,Permanent,Junior,<3000,2400.0,0,27,1
MCF-2024-0303659,2024-02-29,Regional Sales Manager (Semiconductor),Customer Service,Permanent,Junior,5000-7999,5500.0,0,6,1
MCF-2023-0691053,2023-09-10,Temp Customer Service Officer Ii Mon To Fri Office Hours Ii $11.50 Per Hour #Maxwell,Customer Service,Contract,Entry Level,<3000,1975.0,0,0,10
MCF-2023-0878507,2023-11-16,Operation Manager,General Management,Full Time,Junior,5000-7999,6900.0,0,1,2
MCF-2023-0982060,2023-12-07,Full-Time Tuition Coordinator & Admin (Fun Environment),Admin / Secretarial,Permanent,Entry Level,3000-4999,3100.0,0,0,4
MCF-2024-0155940,2024-01-30,Android Mobile Developer,Information Technology,Permanent,Mid Level,5000-7999,6750.0,1,4,1
MCF-2024-0439137,2024-03-25,Inclusive Preschool Teacher (Integrated Family - Child Care),Education and Training,Permanent,Junior,3000-4999,3150.0,0,5,2
MCF-2023-0402391,2023-05-25,Waiter/ Waitress #64797,F&B,Permanent,Entry Level,<3000,1875.0,0,33,3
MCF-2024-0233221,2024-02-16,Food Outlet Manager,F&B,Permanent,Manager,3000-4999,3500.0,0,1,2
MCF-2024-0000020,2024-01-01,Audit Manager (5 Days/Good Benefits/Central) #64812,Accounting / Auditing / Taxation,Permanent,Manager,5000-7999,7500.0,0,2,3
MCF-2024-0324727,2024-03-05,Safety Officer,Building and Construction,Full Time,Junior,<3000,2400.0,0,13,2
MCF-2024-0460460,2024-03-29,Engineer,Building and Construction,Contract,Mid Level,3000-4999,3650.0,0,3,1
MCF-2023-0287724,2023-04-13,Service Superintendent,Others,Permanent,Junior,8000+,9000.0,8,97,1
MCF-2024-0706530,2024-05-15,Storekeeper (Night Shift) 1 Year Contract (Renewable) / Changi,Logistics / Supply Chain,Temporary,Junior,<3000,2350.0,0,0,1
MCF-2023-0998067,2023-12-11,Sales Supervisor,Sales / Retail,Full Time,Manager,3000-4999,4000.0,0,0,3
MCF-2024-0039689,2024-01-08,Quantity Surveyor Engineer (Mechanical) - M&E [3770],Engineering,Full Time,Entry Level,3000-4999,3375.0,0,0,1
MCF-2023-0477140,2023-06-21,Test Manager - Temenos (T24),Information Technology,Full Time,Senior,8000+,10000.0,2,30,5
MCF-2024-0299514,2024-02-29,Command Center Officer /Controller,Others,Full Time,Mid Level,3000-4999,3400.0,1,14,2
MCF-2023-0566720,2023-07-25,Project Executive,Professional Services,Full Time,Junior,<3000,2650.0,0,1,3
MCF-2023-0721261,2023-09-20,Regulatory Affairs & Compliance Lead – Export Business,Consulting,Permanent,Mid Level,8000+,9000.0,1,11,1
MCF-2023-0689699,2023-09-08,Manager (Tr Business Unit),Banking and Finance,Full Time,Manager,5000-7999,6500.0,0,6,1
MCF-2023-0734762,2023-09-26,Shopping Mall Customer Service Officer (Central//Basic Up $3000) - 070,Customer Service,Permanent,Junior,<3000,2600.0,1,10,1
MCF-2023-0494647,2023-06-28,Welder,Manufacturing,Full Time,Junior,3000-4999,3900.0,0,36,5
MCF-2023-0868966,2023-11-14,0512- Clinic Administrator [ Apply Now !!],Healthcare / Pharmaceutical,Full Time,Entry Level,<3000,2750.0,0,1,5
MCF-2023-1035559,2023-12-19,Group Finance Analyst (Bank) - Ref: My,Accounting / Auditing / Taxation,Contract,Senior,5000-7999,6750.0,0,5,2
MCF-2024-0555334,2024-04-17,[Crt] Head Of Supply Chain /West,General Management,Permanent,Manager,5000-7999,7500.0,0,4,1
MCF-2023-0370814,2023-05-13,Assistant Business Development Manager,Accounting / Auditing / Taxation,Contract,Manager,5000-7999,8000.0,21,106,1
MCF-2024-0120523,2024-01-23,"Purchasing Executive - West, Engineering Mnc",Engineering,Full Time,Junior,3000-4999,3850.0,0,0,1
MCF-2023-0452270,2023-06-13,Tax Associate,Accounting / Auditing / Taxation,Full Time,Junior,3000-4999,3150.0,3,51,1
MCF-2024-0131415,2024-01-25,Data Entry -Mnc- Changi- 6405,Admin / Secretarial,Full Time,Junior,<3000,2100.0,0,11,2
MCF-2024-0488620,2024-04-04,Temp Admin Assistant (Customer Service / Invoice) - 3 To 6 Months Contract / West,Customer Service,Temporary,Junior,<3000,2650.0,1,4,3
MCF-2024-0216273,2024-02-14,It Engineer (Navision And Edi Knowledge),Information Technology,Part Time,Senior,3000-4999,4750.0,0,2,1
MCF-2023-0013568,2023-04-06,Regional Service Engineer,Engineering,Full Time,Senior,3000-4999,4500.0,17,219,1
MCF-2024-0624608,2024-04-29,Kyc Incident And Client Advisory (Ica) - Associate,Banking and Finance,Permanent,Senior,8000+,9000.0,1,82,1
MCF-2023-0437788,2023-06-07,Senior Sourcing Executive / Sourcing Manager,Purchasing / Merchandising,Full Time,Manager,5000-7999,6500.0,16,123,1
MCF-2024-0385923,2024-03-15,Hca | Elderly Care Setting,Environment / Health,Permanent,Entry Level,<3000,1750.0,0,3,1
MCF-2024-0235482,2024-02-17,Marketing Manager,Marketing / Public Relations,Full Time,Senior,5000-7999,8000.0,0,1,2
MCF-2024-0607399,2024-04-25,"Site Admin Executive (Construction, Korea Market, Up To $4,500)",Admin / Secretarial,Permanent,Junior,3000-4999,4000.0,1,36,1
MCF-2023-0890648,2023-11-18,Marketing Executive (Communications/Events) #Jys,Admin / Secretarial,Contract,Entry Level,3000-4999,3050.0,1,6,1
MCF-2023-0841057,2023-11-06,Computer System Adminisrator,Information Technology,Full Time,Senior,3000-4999,4000.0,0,5,1
MCF-2023-0381606,2023-05-17,Executive Assistant,Admin / Secretarial,Full Time,Mid Level,<3000,3000.0,15,127,1
MCF-2023-0971038,2023-12-05,Senior Graphic Designer,Design,Full Time,Junior,5000-7999,6250.0,1,7,5
MCF-2023-0692879,2023-09-11,Quantity Surveyor Cum Drafter,Building and Construction,Full Time,Junior,3000-4999,3850.0,0,21,1
MCF-2023-0430694,2023-06-05,Marketing Executive,Marketing / Public Relations,Full Time,Entry Level,<3000,2000.0,2,26,5
MCF-2023-0802319,2023-10-20,It Support Engineer,Information Technology,Full Time,Junior,5000-7999,5500.0,0,4,1
MCF-2024-0751547,2024-05-23,Technical Support Specialist #66245,Engineering,Permanent,Junior,3000-4999,3500.0,0,14,3
MCF-2023-0666368,2023-08-30,7777-Accountant / Finance Manager[Accounting],Accounting / Auditing / Taxation,Full Time,Senior,5000-7999,5500.0,0,2,1
MCF-2023-0855200,2023-11-10,"Analyst, Investments",Banking and Finance,Full Time,Junior,5000-7999,7750.0,1,6,2
MCF-2023-1041330,2023-12-20,Service Technician / Kitchen Equipment / Boon Lay - 0001,General Work,Full Time,Junior,<3000,1750.0,0,0,1
MCF-2023-0929945,2023-11-27,Project Engineer_Civil Construction,Building and Construction,Full Time,Junior,3000-4999,3750.0,0,2,2
MCF-2024-0318983,2024-03-04,Assistant Operations Manager,F&B,Full Time,Manager,3000-4999,4250.0,0,7,3
MCF-2023-0351019,2023-08-11,Process – Asst. Manager / Engineer (Production & Operations),Engineering,Full Time,Senior,3000-4999,3750.0,5,142,2
MCF-2024-0236967,2024-02-18,0731 - Social Worker (Counselling / Supervising / Youth / Therapy / Up To $5500),Social Services,Permanent,Senior,5000-7999,5150.0,0,2,1
MCF-2023-0636935,2023-08-20,*Immediate* Temp Customer Service (Jurong East) // Mon To Fri Office Hours // $11.50 Per Hour,Customer Service,Contract,Entry Level,<3000,1975.0,0,3,10
MCF-2023-0707563,2023-09-15,Assistant Project Engineer,Manufacturing,Full Time,Junior,3000-4999,3075.0,0,5,1
MCF-2023-0567181,2023-07-25,Specialist Associate (Health Screening Coordinator),Environment / Health,Full Time,Entry Level,<3000,2550.0,0,1,1
MCF-2023-0608727,2023-08-10,Solution Architect (Oss),Information Technology,Permanent,Junior,5000-7999,6500.0,0,3,3
MCF-2023-0729175,2023-09-23,Hr Assistant,Human Resources,Full Time,Entry Level,<3000,2250.0,0,4,1
MCF-2023-0361811,2023-06-10,"Senior Construction Engineer, A1",Building and Construction,Permanent,Junior,5000-7999,5750.0,3,46,2
MCF-2024-0115295,2024-01-23,Senior/Social Worker (Family Services),Social Services,Full Time,Entry Level,3000-4999,4160.0,0,4,4
MCF-2023-0771167,2023-10-10,Office Manager,Admin / Secretarial,Full Time,Manager,3000-4999,4250.0,1,16,1
MCF-2024-0422488,2024-03-22,Pt Customer Service Executive,Customer Service,Part Time,Junior,<3000,1850.0,0,16,2
MCF-2023-0952251,2023-11-30,Qc Engineer #65192,Engineering,Permanent,Junior,3000-4999,4350.0,0,3,3
MCF-2024-0492232,2024-04-04,Interior Designer [ Commercial / Residential / Autocad ] 6154,Architecture / Interior Design,Full Time,Entry Level,<3000,2900.0,0,0,1
MCF-2023-0446726,2023-06-27,M&E Manager,Building and Construction,Permanent,Manager,5000-7999,7500.0,14,128,1
MCF-2024-0253414,2024-02-21,Data Scientist,Information Technology,Contract,Mid Level,5000-7999,7000.0,0,9,1
MCF-2023-1056661,2023-12-26,It Programmers,Information Technology,Full Time,Junior,5000-7999,5250.0,0,9,10
MCF-2023-0565578,2023-07-25,Specialist Associate (Facilities Management),Real Estate / Property Management,Full Time,Junior,3000-4999,3750.0,0,11,1
MCF-2023-0794519,2023-10-18,Senior / Staff Nurse (Post Anaesthesia Care Unit (Pacu)/Anaesthesia Nurse),Healthcare / Pharmaceutical,Permanent,Junior,3000-4999,3850.0,0,0,8
MCF-2023-0518069,2023-07-07,Principal Information Systems Analyst,Education and Training,Permanent,Mid Level,5000-7999,7000.0,0,0,1
MCF-2023-0645224,2023-08-23,"Senior Assistant Manager, Dean'S Office (Education-Cdcqi) (2 Year Contract)",Others,Full Time,Manager,3000-4999,4900.0,1,11,1
MCF-2023-0572777,2023-07-27,Performing Artiste,Customer Service,Full Time,Mid Level,3000-4999,3750.0,0,1,2
MCF-2023-1032639,2023-12-19,Manager,Customer Service,Full Time,Manager,5000-7999,7500.0,0,2,4
MCF-2023-0897159,2023-11-20,Technical Accounts Executive,Information Technology,Full Time,Junior,3000-4999,3450.0,0,4,1
MCF-2023-0541033,2023-07-17,Project Engineer,Building and Construction,Permanent,Junior,3000-4999,3150.0,0,1,2
MCF-2023-0706076,2023-09-15,"Senior Manager, Transfer Pricing",Accounting / Auditing / Taxation,Permanent,Manager,8000+,14000.0,1,3,10
MCF-2024-0000534,2024-01-01,Sales Engineer #65886,Sales / Retail,Permanent,Junior,3000-4999,3250.0,0,1,3
